COMMUNITY_NAME,YEAR,COMM_CODE_x,WARD,DWELLING_TYPE,DWELLING_TYPE_CODE,DWELLING_TYPE_DESCRIPTION,DWELLINGS_TOTAL,RES_CNT,OCPD_DWELLING_CNT,DWELLINGS_VACANT,OCPD_OWNERSHIP_CNT,RENOVATION_DWELLING_CNT,UNDER_CONST_DWELLING_CNT,INACTIVE_CNT,OTHER_PURPOSE_CNT,COMM_CODE_y,CLASS,CLASS_CODE,SECTOR,SRG,COMM_STRUCTURE,WARD_NUM,AREA_TYPE,COMM_CODE,Number of taxable accounts,MEDIAN_ASSESSMENT,ASSESSMENT_PER_PERSON,VACANCY_RATE
,2017,DNC,8,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,4695,7116,"4,090",467,239,21,4,1,112,DNC,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNC,"3,209",151000,21.2197864,0.099467519
,2017,DNC,7,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,954,1049,841,104,101,0,0,0,9,DNC,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNC,"3,209",151000,143.9466158,0.109014675
,2017,DNC,7,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",0,0,0,0,0,0,0,0,0,DNC,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNC,"3,209",151000,,
,2017,DNC,8,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",20,23,12,5,0,1,0,0,2,DNC,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNC,"3,209",151000,6565.217391,0.25
,2017,DNC,7,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",0,0,0,0,0,0,0,0,0,DNC,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNC,"3,209",151000,,
,2017,DNC,8,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",1,143,1,0,0,0,0,0,0,DNC,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNC,"3,209",151000,1055.944056,0
,2017,DNC,8,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,3,12,1,2,0,0,0,0,0,DNC,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNC,"3,209",151000,12583.33333,0.666666667
,2017,DNC,7,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,8,123,5,3,0,0,0,0,0,DNC,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNC,"3,209",151000,1227.642276,0.375
DOWNTOWN EAST VILLAGE,2016,DNE,7,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,1880,1956,"1,398",167,349,0,262,1,52,DNE,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNE,"1,608",323000,165.1329243,0.088829787
,2016,DNE,7,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",14,0,0,1,0,4,9,0,0,DNE,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNE,"1,608",323000,,0.071428571
,2016,DNE,7,COMMUNAL HOUSING,8,"A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.",1,10,1,0,0,0,0,0,0,DNE,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNE,"1,608",323000,32300,0
,2016,DNE,7,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,2,1276,2,0,0,0,0,0,0,DNE,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNE,"1,608",323000,253.1347962,0
,2017,DNE,7,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,3,1128,3,0,0,0,0,0,0,DNE,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNE,"1,863",333000,295.212766,0
,2017,DNE,7,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,2345,2331,"1,612",352,442,5,345,3,28,DNE,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNE,"1,863",333000,142.8571429,0.15010661
,2017,DNE,7,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",14,11,8,3,0,1,0,0,2,DNE,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNE,"1,863",333000,30272.72727,0.214285714
,2017,DNE,7,COMMUNAL HOUSING,8,"A structure that ontains one dwelling unit, which accommodates multiple individuals who have separate sleeping facilities but share common cooking and/or bathroom facilities.",1,10,1,0,0,0,0,0,0,DNE,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNE,"1,863",333000,33300,0
DOWNTOWN WEST END,2016,DNW,8,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,3,0,1,0,0,0,0,1,1,DNW,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNW,"2,362",364000,,0
,2016,DNW,8,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,1931,2326,"1,398",175,541,0,319,1,38,DNW,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNW,"2,362",364000,156.4918315,0.090626618
,2016,DNW,8,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",1,6,1,0,0,0,0,0,0,DNW,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNW,"2,362",364000,60666.66667,0
,2016,DNW,8,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,2,12,2,0,0,0,0,0,0,DNW,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNW,"2,362",364000,30333.33333,0
,2017,DNW,8,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,3,0,0,1,0,0,0,1,1,DNW,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNW,"2,362",339000,,0.333333333
,2017,DNW,8,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,2052,2431,"1,412",147,506,6,441,0,46,DNW,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNW,"2,362",339000,139.4487865,0.071637427
,2017,DNW,8,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",1,10,1,0,0,0,0,0,0,DNW,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNW,"2,362",339000,33900,0
,2017,DNW,8,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,2,15,1,1,0,0,0,0,0,DNW,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,DNW,"2,362",339000,22600,0.5
EAGLE RIDGE,2016,EAG,11,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,98,242,90,5,88,1,2,0,0,EAG,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,EAG,108,1595000,6590.909091,0.051020408
,2016,EAG,11,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,10,15,9,1,8,0,0,0,0,EAG,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,EAG,108,1595000,106333.3333,0.1
,2016,EAG,11,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",1,143,1,0,0,0,0,0,0,EAG,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,EAG,108,1595000,11153.84615,0
,2016,EAG,11,OTHER - INSTITUTIONS,12,"A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.",1,74,1,0,0,0,0,0,0,EAG,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,EAG,108,1595000,21554.05405,0
,2017,EAG,11,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,98,251,93,3,93,1,1,0,0,EAG,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,EAG,108,1470000,5856.573705,0.030612245
,2017,EAG,11,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,10,17,9,1,8,0,0,0,0,EAG,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,EAG,108,1470000,86470.58824,0.1
,2017,EAG,11,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",1,148,1,0,0,0,0,0,0,EAG,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,EAG,108,1470000,9932.432432,0
,2017,EAG,11,OTHER - INSTITUTIONS,12,"A structure where multiple residents are temporarily living and where the cooking is centrally provided for and which is not prepared by the residents, e.g. hospice, jail, etc.",1,61,1,0,0,0,0,0,0,EAG,Residential,1,SOUTH,ESTABLISHED,1960s/1970s,11,Inner-City,EAG,108,1470000,24098.36066,0
EAST FAIRVIEW INDUSTRIAL,2016,EFV,9,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,1,15,1,0,0,0,0,0,0,EFV,Industrial,2,SOUTH,,EMPLOYMENT,11,Suburban,,,0,0,0
,2017,EFV,11,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,2,0,0,2,0,0,0,0,0,EFV,Industrial,2,SOUTH,,EMPLOYMENT,11,Suburban,,,0,,1
EAST SHEPARD INDUSTRIAL,2016,ESH,12,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,1,0,0,0,0,0,0,0,1,ESH,Industrial,2,SOUTHEAST,,EMPLOYMENT,12,Suburban,,,0,,0
,2017,ESH,12,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,1,0,0,0,0,0,0,0,1,ESH,Industrial,2,SOUTHEAST,,EMPLOYMENT,12,Suburban,,,0,,0
EAU CLAIRE,2016,EAU,7,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,1,0,1,0,0,0,0,0,0,EAU,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,EAU,"2,805",505000,,0
,2016,EAU,7,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,5,7,5,0,0,0,0,0,0,EAU,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,EAU,"2,805",505000,72142.85714,0
,2016,EAU,7,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,1322,1600,"1,013",221,613,3,1,73,11,EAU,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,EAU,"2,805",505000,315.625,0.167170953
,2016,EAU,7,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",25,56,24,1,16,0,0,0,0,EAU,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,EAU,"2,805",505000,9017.857143,0.04
,2016,EAU,7,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,1,0,0,1,0,0,0,0,0,EAU,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,EAU,"2,805",505000,,1
,2017,EAU,7,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,1,0,1,0,0,0,0,0,0,EAU,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,EAU,"2,805",469000,,0
,2017,EAU,7,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,6,10,6,0,0,0,0,0,0,EAU,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,EAU,"2,805",469000,46900,0
,2017,EAU,7,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,1216,1419,891,130,501,17,1,39,138,EAU,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,EAU,"2,805",469000,330.5144468,0.106907895
,2017,EAU,7,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",24,53,22,2,18,0,0,0,0,EAU,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,EAU,"2,805",469000,8849.056604,0.083333333
,2017,EAU,7,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,1,9,1,0,0,0,0,0,0,EAU,Residential,1,CENTRE,ESTABLISHED,CENTRE CITY,7,Inner-City,EAU,"2,805",469000,52111.11111,0
EDGEMONT,2016,EDG,4,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,4403,13316,"4,331",55,"4,059",8,3,6,0,EDG,Residential,1,NORTHWEST,ESTABLISHED,1980s/1990s,4,Suburban,EDG,"5,363",574000,43.10603785,0.012491483
,2016,EDG,4,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",256,662,247,7,166,2,0,0,0,EDG,Residential,1,NORTHWEST,ESTABLISHED,1980s/1990s,4,Suburban,EDG,"5,363",574000,867.0694864,0.02734375
,2016,EDG,4,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,291,502,257,32,101,0,2,0,0,EDG,Residential,1,NORTHWEST,ESTABLISHED,1980s/1990s,4,Suburban,EDG,"5,363",574000,1143.426295,0.109965636
,2016,EDG,4,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",454,1070,448,4,320,0,1,0,1,EDG,Residential,1,NORTHWEST,ESTABLISHED,1980s/1990s,4,Suburban,EDG,"5,363",574000,536.4485981,0.008810573
,2016,EDG,4,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,20,39,17,2,0,0,0,1,0,EDG,Residential,1,NORTHWEST,ESTABLISHED,1980s/1990s,4,Suburban,EDG,"5,363",574000,14717.94872,0.1
,2016,EDG,4,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",1,119,1,0,0,0,0,0,0,EDG,Residential,1,NORTHWEST,ESTABLISHED,1980s/1990s,4,Suburban,EDG,"5,363",574000,4823.529412,0
,2017,EDG,4,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,4404,13277,"4,356",34,"4,068",10,3,0,1,EDG,Residential,1,NORTHWEST,ESTABLISHED,1980s/1990s,4,Suburban,EDG,"5,363",552000,41.57565715,0.007720254
,2017,EDG,4,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",256,680,251,3,164,1,0,0,1,EDG,Residential,1,NORTHWEST,ESTABLISHED,1980s/1990s,4,Suburban,EDG,"5,363",552000,811.7647059,0.01171875
,2017,EDG,4,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,291,515,252,39,75,0,0,0,0,EDG,Residential,1,NORTHWEST,ESTABLISHED,1980s/1990s,4,Suburban,EDG,"5,363",552000,1071.84466,0.134020619
,2017,EDG,4,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",453,1055,442,8,314,2,0,0,1,EDG,Residential,1,NORTHWEST,ESTABLISHED,1980s/1990s,4,Suburban,EDG,"5,363",552000,523.2227488,0.017660044
,2017,EDG,4,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,26,31,17,4,0,0,1,2,2,EDG,Residential,1,NORTHWEST,ESTABLISHED,1980s/1990s,4,Suburban,EDG,"5,363",552000,17806.45161,0.153846154
,2017,EDG,4,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",1,143,1,0,0,0,0,0,0,EDG,Residential,1,NORTHWEST,ESTABLISHED,1980s/1990s,4,Suburban,EDG,"5,363",552000,3860.13986,0
ELBOW PARK,2016,EPK,8,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,316,918,305,5,274,3,3,0,0,EPK,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,EPK,"1,192",1360000,1481.481481,0.015822785
,2016,EPK,11,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,873,2397,811,32,740,17,9,3,1,EPK,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,EPK,"1,192",1360000,567.3758865,0.036655212
,2016,EPK,11,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",0,0,0,0,0,0,0,0,0,EPK,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,EPK,"1,192",1360000,,
,2016,EPK,8,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",2,0,2,0,0,0,0,0,0,EPK,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,EPK,"1,192",1360000,,0
,2016,EPK,8,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,7,8,6,1,0,0,0,0,0,EPK,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,EPK,"1,192",1360000,170000,0.142857143
,2016,EPK,11,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,5,2,1,2,0,0,0,2,0,EPK,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,EPK,"1,192",1360000,680000,0.4
,2017,EPK,11,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,1182,3346,"1,121",33,"1,030",15,12,1,0,EPK,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,EPK,"1,180",1260000,376.5690377,0.027918782
,2017,EPK,11,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",2,0,2,0,0,0,0,0,0,EPK,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,EPK,"1,180",1260000,,0
,2017,EPK,11,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,11,11,7,2,0,0,0,2,0,EPK,Residential,1,CENTRE,ESTABLISHED,INNER CITY,8,Inner-City,EPK,"1,180",1260000,114545.4545,0.181818182
ELBOYA,2016,EYA,11,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,467,1256,447,13,395,3,4,0,0,EYA,Residential,1,CENTRE,ESTABLISHED,1950s,8,Inner-City,EYA,690,776000,617.8343949,0.027837259
,2016,EYA,11,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",11,15,9,0,0,1,1,0,0,EYA,Residential,1,CENTRE,ESTABLISHED,1950s,8,Inner-City,EYA,690,776000,51733.33333,0
,2016,EYA,11,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,249,411,223,25,18,0,0,0,1,EYA,Residential,1,CENTRE,ESTABLISHED,1950s,8,Inner-City,EYA,690,776000,1888.077859,0.100401606
,2016,EYA,11,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",20,37,17,3,0,0,0,0,0,EYA,Residential,1,CENTRE,ESTABLISHED,1950s,8,Inner-City,EYA,690,776000,20972.97297,0.15
,2016,EYA,11,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,18,27,17,1,0,0,0,0,0,EYA,Residential,1,CENTRE,ESTABLISHED,1950s,8,Inner-City,EYA,690,776000,28740.74074,0.055555556
,2016,EYA,11,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",1,63,1,0,0,0,0,0,0,EYA,Residential,1,CENTRE,ESTABLISHED,1950s,8,Inner-City,EYA,690,776000,12317.46032,0
,2016,EYA,11,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,1,0,1,0,0,0,0,0,0,EYA,Residential,1,CENTRE,ESTABLISHED,1950s,8,Inner-City,EYA,690,776000,,0
,2017,EYA,11,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,473,1226,444,15,388,3,11,0,0,EYA,Residential,1,CENTRE,ESTABLISHED,1950s,8,Inner-City,EYA,690,742000,605.2202284,0.031712474
,2017,EYA,11,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",11,14,8,2,0,1,0,0,0,EYA,Residential,1,CENTRE,ESTABLISHED,1950s,8,Inner-City,EYA,690,742000,53000,0.181818182
,2017,EYA,11,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,249,406,229,20,17,0,0,0,0,EYA,Residential,1,CENTRE,ESTABLISHED,1950s,8,Inner-City,EYA,690,742000,1827.586207,0.080321285
,2017,EYA,11,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",20,34,17,3,0,0,0,0,0,EYA,Residential,1,CENTRE,ESTABLISHED,1950s,8,Inner-City,EYA,690,742000,21823.52941,0.15
,2017,EYA,11,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,19,35,16,3,0,0,0,0,0,EYA,Residential,1,CENTRE,ESTABLISHED,1950s,8,Inner-City,EYA,690,742000,21200,0.157894737
,2017,EYA,11,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",1,68,1,0,0,0,0,0,0,EYA,Residential,1,CENTRE,ESTABLISHED,1950s,8,Inner-City,EYA,690,742000,10911.76471,0
,2017,EYA,11,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,1,0,0,1,0,0,0,0,0,EYA,Residential,1,CENTRE,ESTABLISHED,1950s,8,Inner-City,EYA,690,742000,,1
ERIN WOODS,2016,ERI,10,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,1849,5614,"1,807",37,"1,462",3,1,0,1,ERI,Residential,1,EAST,ESTABLISHED,1980s/1990s,9,Suburban,ERI,"2,348",315000,56.10972569,0.020010817
,2016,ERI,10,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",49,150,44,5,13,0,0,0,0,ERI,Residential,1,EAST,ESTABLISHED,1980s/1990s,9,Suburban,ERI,"2,348",315000,2100,0.102040816
,2016,ERI,10,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,119,160,118,1,72,0,0,0,0,ERI,Residential,1,EAST,ESTABLISHED,1980s/1990s,9,Suburban,ERI,"2,348",315000,1968.75,0.008403361
,2016,ERI,10,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",271,779,232,37,57,0,0,0,2,ERI,Residential,1,EAST,ESTABLISHED,1980s/1990s,9,Suburban,ERI,"2,348",315000,404.36457,0.136531365
,2016,ERI,10,MANUFACTURED HOME,6,A structure originally built to be movable whether it is now movable or on a permanent foundation. Include summer travel trailers only if used as a permanent residence.,97,194,96,1,89,0,0,0,0,ERI,Residential,1,EAST,ESTABLISHED,1980s/1990s,9,Suburban,ERI,"2,348",315000,1623.71134,0.010309278
,2016,ERI,10,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,93,137,65,23,7,0,0,5,0,ERI,Residential,1,EAST,ESTABLISHED,1980s/1990s,9,Suburban,ERI,"2,348",315000,2299.270073,0.247311828
,2017,ERI,9,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,1845,5502,"1,819",19,"1,451",3,2,2,0,ERI,Residential,1,EAST,ESTABLISHED,1980s/1990s,9,Suburban,ERI,"2,349",309000,56.16139586,0.010298103
,2017,ERI,9,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",49,151,49,0,12,0,0,0,0,ERI,Residential,1,EAST,ESTABLISHED,1980s/1990s,9,Suburban,ERI,"2,349",309000,2046.357616,0
,2017,ERI,9,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,119,166,114,5,59,0,0,0,0,ERI,Residential,1,EAST,ESTABLISHED,1980s/1990s,9,Suburban,ERI,"2,349",309000,1861.445783,0.042016807
