COMMUNITY_NAME,YEAR,COMM_CODE_x,WARD,DWELLING_TYPE,DWELLING_TYPE_CODE,DWELLING_TYPE_DESCRIPTION,DWELLINGS_TOTAL,RES_CNT,OCPD_DWELLING_CNT,DWELLINGS_VACANT,OCPD_OWNERSHIP_CNT,RENOVATION_DWELLING_CNT,UNDER_CONST_DWELLING_CNT,INACTIVE_CNT,OTHER_PURPOSE_CNT,COMM_CODE_y,CLASS,CLASS_CODE,SECTOR,SRG,COMM_STRUCTURE,WARD_NUM,AREA_TYPE,COMM_CODE,Number of taxable accounts,MEDIAN_ASSESSMENT,ASSESSMENT_PER_PERSON,VACANCY_RATE
BRAESIDE,2016,BRA,11.0,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,18.0,16.0,10,2.0,0,0.0,0,6.0,0.0,BRA,Residential,1.0,SOUTH,ESTABLISHED,1960s/1970s,11.0,Inner-City,BRA,"2,536",382000.0,23875.0,0.1111111111111111
BRAESIDE,2017,BRA,11.0,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,1401.0,3648.0,"1,388",11.0,"1,246",1.0,0,0.0,1.0,BRA,Residential,1.0,SOUTH,ESTABLISHED,1960s/1970s,11.0,Inner-City,BRA,"2,536",373000.0,102.24780701754386,0.007851534618129907
BRAESIDE,2017,BRA,11.0,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",76.0,127.0,69,6.0,46,1.0,0,0.0,0.0,BRA,Residential,1.0,SOUTH,ESTABLISHED,1960s/1970s,11.0,Inner-City,BRA,"2,536",373000.0,2937.0078740157483,0.07894736842105263
BRAESIDE,2017,BRA,11.0,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,161.0,257.0,150,11.0,107,0.0,0,0.0,0.0,BRA,Residential,1.0,SOUTH,ESTABLISHED,1960s/1970s,11.0,Inner-City,BRA,"2,536",373000.0,1451.3618677042803,0.06832298136645963
BRAESIDE,2017,BRA,11.0,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",904.0,1922.0,872,29.0,527,3.0,0,0.0,0.0,BRA,Residential,1.0,SOUTH,ESTABLISHED,1960s/1970s,11.0,Inner-City,BRA,"2,536",373000.0,194.06867845993756,0.032079646017699116
BRAESIDE,2017,BRA,11.0,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,19.0,6.0,11,6.0,0,0.0,0,2.0,0.0,BRA,Residential,1.0,SOUTH,ESTABLISHED,1960s/1970s,11.0,Inner-City,BRA,"2,536",373000.0,62166.666666666664,0.3157894736842105
BRENTWOOD,2016,BRE,7.0,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,1978.0,5092.0,"1,900",51.0,"1,611",12.0,4,10.0,1.0,BRE,Residential,1.0,NORTHWEST,ESTABLISHED,1960s/1970s,4.0,Inner-City,BRE,"3,391",518000.0,101.72820109976433,0.02578361981799798
BRENTWOOD,2016,BRE,7.0,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,83.0,105.0,73,7.0,0,3.0,0,0.0,0.0,BRE,Residential,1.0,NORTHWEST,ESTABLISHED,1960s/1970s,4.0,Inner-City,BRE,"3,391",518000.0,4933.333333333333,0.08433734939759036
BRENTWOOD,2016,BRE,7.0,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,912.0,1319.0,808,101.0,126,2.0,0,0.0,1.0,BRE,Residential,1.0,NORTHWEST,ESTABLISHED,1960s/1970s,4.0,Inner-City,BRE,"3,391",518000.0,392.72175890826384,0.11074561403508772
BRENTWOOD,2016,BRE,7.0,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",260.0,472.0,199,58.0,0,1.0,0,1.0,1.0,BRE,Residential,1.0,NORTHWEST,ESTABLISHED,1960s/1970s,4.0,Inner-City,BRE,"3,391",518000.0,1097.457627118644,0.2230769230769231
BRENTWOOD,2016,BRE,7.0,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,87.0,145.0,69,13.0,14,2.0,0,3.0,0.0,BRE,Residential,1.0,NORTHWEST,ESTABLISHED,1960s/1970s,4.0,Inner-City,BRE,"3,391",518000.0,3572.4137931034484,0.14942528735632185
BRENTWOOD,2017,BRE,4.0,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,1978.0,5049.0,"1,911",47.0,"1,623",11.0,6,2.0,1.0,BRE,Residential,1.0,NORTHWEST,ESTABLISHED,1960s/1970s,4.0,Inner-City,BRE,"3,410",495000.0,98.03921568627452,0.023761375126390292
BRENTWOOD,2017,BRE,4.0,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,83.0,103.0,70,13.0,0,0.0,0,0.0,0.0,BRE,Residential,1.0,NORTHWEST,ESTABLISHED,1960s/1970s,4.0,Inner-City,BRE,"3,410",495000.0,4805.825242718447,0.1566265060240964
BRENTWOOD,2017,BRE,4.0,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,912.0,1383.0,842,64.0,92,2.0,0,1.0,3.0,BRE,Residential,1.0,NORTHWEST,ESTABLISHED,1960s/1970s,4.0,Inner-City,BRE,"3,410",495000.0,357.9175704989154,0.07017543859649122
BRENTWOOD,2017,BRE,4.0,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",260.0,481.0,218,41.0,9,0.0,0,0.0,1.0,BRE,Residential,1.0,NORTHWEST,ESTABLISHED,1960s/1970s,4.0,Inner-City,BRE,"3,410",495000.0,1029.1060291060292,0.1576923076923077
BRENTWOOD,2017,BRE,4.0,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,91.0,116.0,64,18.0,8,1.0,0,8.0,0.0,BRE,Residential,1.0,NORTHWEST,ESTABLISHED,1960s/1970s,4.0,Inner-City,BRE,"3,410",495000.0,4267.241379310345,0.1978021978021978
BRIDGELAND/RIVERSIDE,2016,BRD,7.0,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,10.0,14.0,6,49.0,1,0.0,0,0.0,4.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,31071.428571428572,4.9
BRIDGELAND/RIVERSIDE,2016,BRD,9.0,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,878.0,1791.0,789,0.0,520,8.0,23,1.0,8.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,242.88107202680067,0.0
BRIDGELAND/RIVERSIDE,2016,BRD,7.0,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",2.0,0.0,0,2.0,0,0.0,0,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,,1.0
BRIDGELAND/RIVERSIDE,2016,BRD,9.0,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",106.0,209.0,91,10.0,57,1.0,3,1.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,2081.33971291866,0.09433962264150944
BRIDGELAND/RIVERSIDE,2016,BRD,7.0,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,,
BRIDGELAND/RIVERSIDE,2016,BRD,9.0,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,22.0,45.0,20,1.0,12,0.0,1,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,9666.666666666666,0.045454545454545456
BRIDGELAND/RIVERSIDE,2016,BRD,9.0,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,2284.0,2710.0,"1,737",89.0,574,2.0,427,1.0,28.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,160.51660516605165,0.03896672504378284
BRIDGELAND/RIVERSIDE,2016,BRD,7.0,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,26.0,26.0,19,7.0,0,0.0,0,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,16730.76923076923,0.2692307692307692
BRIDGELAND/RIVERSIDE,2016,BRD,9.0,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",195.0,264.0,150,11.0,79,0.0,0,28.0,6.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,1647.7272727272727,0.05641025641025641
BRIDGELAND/RIVERSIDE,2016,BRD,7.0,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,,
BRIDGELAND/RIVERSIDE,2016,BRD,9.0,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,2235.0,273.0,172,28.0,13,3.0,0,13.0,19.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,1593.4065934065934,0.012527964205816556
BRIDGELAND/RIVERSIDE,2016,BRD,7.0,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,5.0,6.0,2,3.0,0,0.0,0,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,72500.0,0.6
BRIDGELAND/RIVERSIDE,2016,BRD,7.0,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,,
BRIDGELAND/RIVERSIDE,2016,BRD,9.0,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,11.0,11.0,11,0.0,0,0.0,0,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,39545.454545454544,0.0
BRIDGELAND/RIVERSIDE,2016,BRD,7.0,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,,
BRIDGELAND/RIVERSIDE,2016,BRD,9.0,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",1.0,0.0,1,0.0,0,0.0,0,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,,0.0
BRIDGELAND/RIVERSIDE,2016,BRD,7.0,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,,
BRIDGELAND/RIVERSIDE,2016,BRD,9.0,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",4.0,654.0,4,0.0,0,0.0,0,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,665.1376146788991,0.0
BRIDGELAND/RIVERSIDE,2016,BRD,9.0,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,2.0,46.0,2,0.0,0,0.0,0,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,9456.521739130434,0.0
BRIDGELAND/RIVERSIDE,2016,BRD,7.0,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"2,743",435000.0,,
BRIDGELAND/RIVERSIDE,2017,BRD,9.0,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,897.0,1841.0,794,64.0,498,9.0,14,6.0,10.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"3,245",401000.0,217.8164041281912,0.0713489409141583
BRIDGELAND/RIVERSIDE,2017,BRD,9.0,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",110.0,221.0,100,8.0,57,2.0,0,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"3,245",401000.0,1814.4796380090497,0.07272727272727272
BRIDGELAND/RIVERSIDE,2017,BRD,9.0,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,22.0,46.0,20,1.0,12,1.0,0,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"3,245",401000.0,8717.391304347826,0.045454545454545456
BRIDGELAND/RIVERSIDE,2017,BRD,9.0,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,2451.0,2962.0,"1,950",232.0,622,9.0,230,3.0,27.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"3,245",401000.0,135.38149898717083,0.09465524275805794
BRIDGELAND/RIVERSIDE,2017,BRD,9.0,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",220.0,256.0,148,5.0,80,1.0,24,28.0,14.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"3,245",401000.0,1566.40625,0.022727272727272728
BRIDGELAND/RIVERSIDE,2017,BRD,9.0,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,230.0,252.0,169,49.0,10,4.0,0,7.0,1.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"3,245",401000.0,1591.2698412698412,0.21304347826086956
BRIDGELAND/RIVERSIDE,2017,BRD,9.0,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,11.0,10.0,9,0.0,0,1.0,0,0.0,1.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"3,245",401000.0,40100.0,0.0
BRIDGELAND/RIVERSIDE,2017,BRD,9.0,OTHER - RESIDENTIAL,10,"Any residential structure that contains a dwelling unit which does not fit the other structure codes, e.g. shack, garage.",2.0,0.0,1,0.0,0,0.0,1,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"3,245",401000.0,,0.0
BRIDGELAND/RIVERSIDE,2017,BRD,9.0,"NURSING HOME, AUXILLARY HOSPITAL LODGE",11,"A structure originally designed and built to contain one or more dwelling units which is designated as a nursing home, auxiliary hospital, care centre, lodge, etec. There are many seniors' residences being constructed that have suites with a bathroom and kitchenette containing a sink, bar fridge, microwave, etc. The suite must contain a full size fridge and stove to be considered as a separate dwelling unit. Otherwise, all suites included at one address and are part of this definition for lodges, care centres, or assisted living.",4.0,656.0,4,0.0,0,0.0,0,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"3,245",401000.0,611.280487804878,0.0
BRIDGELAND/RIVERSIDE,2017,BRD,9.0,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,2.0,86.0,2,0.0,0,0.0,0,0.0,0.0,BRD,Residential,1.0,CENTRE,ESTABLISHED,INNER CITY,9.0,Inner-City,BRD,"3,245",401000.0,4662.790697674419,0.0
BRIDLEWOOD,2016,BRI,13.0,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,2863.0,9642.0,"2,820",40.0,"2,475",2.0,0,0.0,1.0,BRI,Residential,1.0,SOUTH,COMPLETE,2000s,13.0,Suburban,BRI,"4,756",397000.0,41.174030284173405,0.013971358714634998
BRIDLEWOOD,2016,BRI,13.0,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",305.0,748.0,305,0.0,273,0.0,0,0.0,0.0,BRI,Residential,1.0,SOUTH,COMPLETE,2000s,13.0,Suburban,BRI,"4,756",397000.0,530.7486631016043,0.0
BRIDLEWOOD,2016,BRI,13.0,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,3.0,8.0,3,0.0,0,0.0,0,0.0,0.0,BRI,Residential,1.0,SOUTH,COMPLETE,2000s,13.0,Suburban,BRI,"4,756",397000.0,49625.0,0.0
BRIDLEWOOD,2016,BRI,13.0,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,792.0,1664.0,754,38.0,420,0.0,0,0.0,0.0,BRI,Residential,1.0,SOUTH,COMPLETE,2000s,13.0,Suburban,BRI,"4,756",397000.0,238.58173076923077,0.047979797979797977
BRIDLEWOOD,2016,BRI,13.0,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",205.0,555.0,196,8.0,149,1.0,0,0.0,0.0,BRI,Residential,1.0,SOUTH,COMPLETE,2000s,13.0,Suburban,BRI,"4,756",397000.0,715.3153153153153,0.03902439024390244
BRIDLEWOOD,2016,BRI,13.0,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,40.0,94.0,36,4.0,8,0.0,0,0.0,0.0,BRI,Residential,1.0,SOUTH,COMPLETE,2000s,13.0,Suburban,BRI,"4,756",397000.0,4223.404255319149,0.1
BRIDLEWOOD,2017,BRI,13.0,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,2863.0,9685.0,"2,818",40.0,"2,419",2.0,0,0.0,3.0,BRI,Residential,1.0,SOUTH,COMPLETE,2000s,13.0,Suburban,BRI,"4,756",381000.0,39.339184305627256,0.013971358714634998
BRIDLEWOOD,2017,BRI,13.0,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",305.0,740.0,301,4.0,263,0.0,0,0.0,0.0,BRI,Residential,1.0,SOUTH,COMPLETE,2000s,13.0,Suburban,BRI,"4,756",381000.0,514.8648648648649,0.013114754098360656
BRIDLEWOOD,2017,BRI,13.0,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,3.0,6.0,2,1.0,0,0.0,0,0.0,0.0,BRI,Residential,1.0,SOUTH,COMPLETE,2000s,13.0,Suburban,BRI,"4,756",381000.0,63500.0,0.3333333333333333
BRIDLEWOOD,2017,BRI,13.0,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,792.0,1650.0,762,29.0,423,1.0,0,0.0,0.0,BRI,Residential,1.0,SOUTH,COMPLETE,2000s,13.0,Suburban,BRI,"4,756",381000.0,230.9090909090909,0.036616161616161616
BRIDLEWOOD,2017,BRI,13.0,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",205.0,553.0,199,4.0,152,2.0,0,0.0,0.0,BRI,Residential,1.0,SOUTH,COMPLETE,2000s,13.0,Suburban,BRI,"4,756",381000.0,688.9692585895118,0.01951219512195122
BRIDLEWOOD,2017,BRI,13.0,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,43.0,62.0,32,11.0,0,0.0,0,0.0,0.0,BRI,Residential,1.0,SOUTH,COMPLETE,2000s,13.0,Suburban,BRI,"4,756",381000.0,6145.1612903225805,0.2558139534883721
BRITANNIA,2016,BRT,11.0,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,257.0,643.0,239,8.0,217,1.0,8,1.0,0.0,BRT,Residential,1.0,CENTRE,ESTABLISHED,1950s,8.0,Inner-City,BRT,287,1540000.0,2395.0233281493,0.0311284046692607
BRITANNIA,2016,BRT,11.0,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,57.0,74.0,50,6.0,15,0.0,0,0.0,1.0,BRT,Residential,1.0,CENTRE,ESTABLISHED,1950s,8.0,Inner-City,BRT,287,1540000.0,20810.81081081081,0.10526315789473684
BRITANNIA,2017,BRT,11.0,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,258.0,593.0,231,18.0,214,0.0,9,0.0,0.0,BRT,Residential,1.0,CENTRE,ESTABLISHED,1950s,8.0,Inner-City,BRT,288,1475000.0,2487.3524451939293,0.06976744186046512
BRITANNIA,2017,BRT,11.0,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,57.0,75.0,54,3.0,17,0.0,0,0.0,0.0,BRT,Residential,1.0,CENTRE,ESTABLISHED,1950s,8.0,Inner-City,BRT,288,1475000.0,19666.666666666668,0.05263157894736842
BURNS INDUSTRIAL,2016,BUR,9.0,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,1.0,0.0,1,0.0,0,0.0,0,0.0,0.0,BUR,Industrial,2.0,CENTRE,,EMPLOYMENT,9.0,Suburban,,,0.0,,0.0
BURNS INDUSTRIAL,2016,BUR,9.0,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,1.0,0.0,1,0.0,0,0.0,0,0.0,0.0,BUR,Industrial,2.0,CENTRE,,EMPLOYMENT,9.0,Suburban,,,0.0,,0.0
BURNS INDUSTRIAL,2017,BUR,9.0,RESIDENCE IN COMMERCIAL STRUCTURE,9,A structure that is primarily commercial but which also contains one or two dwelling units.,1.0,0.0,1,0.0,0,0.0,0,0.0,0.0,BUR,Industrial,2.0,CENTRE,,EMPLOYMENT,9.0,Suburban,,,0.0,,0.0
BURNS INDUSTRIAL,2017,BUR,9.0,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,1.0,0.0,1,0.0,0,0.0,0,0.0,0.0,BUR,Industrial,2.0,CENTRE,,EMPLOYMENT,9.0,Suburban,,,0.0,,0.0
CALGARY INTERNATIONAL AIRPORT,2016,CIA,3.0,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,1.0,0.0,1,0.0,0,0.0,0,0.0,0.0,CIA,Industrial,2.0,NORTHEAST,,OTHER,5.0,Suburban,,,0.0,,0.0
CALGARY INTERNATIONAL AIRPORT,2016,CIA,3.0,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,2.0,0.0,0,2.0,0,0.0,0,0.0,0.0,CIA,Industrial,2.0,NORTHEAST,,OTHER,5.0,Suburban,,,0.0,,1.0
CALGARY INTERNATIONAL AIRPORT,2017,CIA,5.0,"HOTELS, MOTELS  RESIDENCE",13,A structure that provides lodging.,3.0,0.0,1,2.0,0,0.0,0,0.0,0.0,CIA,Industrial,2.0,NORTHEAST,,OTHER,5.0,Suburban,,,0.0,,0.6666666666666666
CAMBRIAN HEIGHTS,2016,CAM,7.0,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,608.0,1527.0,587,13.0,492,3.0,4,0.0,1.0,CAM,Residential,1.0,CENTRE,ESTABLISHED,1950s,4.0,Inner-City,CAM,699,553000.0,362.1480026195154,0.02138157894736842
CAMBRIAN HEIGHTS,2016,CAM,7.0,DUPLEX,2,"A structure originally designed and built to contain two dwelling units, either side-by-side, front-to-back or one above the other.",135.0,284.0,126,6.0,45,1.0,2,0.0,0.0,CAM,Residential,1.0,CENTRE,ESTABLISHED,1950s,4.0,Inner-City,CAM,699,553000.0,1947.1830985915492,0.044444444444444446
CAMBRIAN HEIGHTS,2016,CAM,7.0,MULTI-PLEX,3,A structure originally designed and built to contain at least three dwelling units on one or two levels. The dwelling units share outside entrances.,36.0,37.0,31,5.0,0,0.0,0,0.0,0.0,CAM,Residential,1.0,CENTRE,ESTABLISHED,1950s,4.0,Inner-City,CAM,699,553000.0,14945.945945945947,0.1388888888888889
CAMBRIAN HEIGHTS,2016,CAM,7.0,APARTMENT,4,A structure originally designed and built to contain at least three dwelling units on three or more levels. The dwelling units share outside entrances.,16.0,15.0,14,2.0,0,0.0,0,0.0,0.0,CAM,Residential,1.0,CENTRE,ESTABLISHED,1950s,4.0,Inner-City,CAM,699,553000.0,36866.666666666664,0.125
CAMBRIAN HEIGHTS,2016,CAM,7.0,TOWN HOUSE,5,"A structure originally designed and built to contain three or more attached, or semi-attached dwelling units, each of which has a separate outside entrance.",56.0,139.0,53,3.0,0,0.0,0,0.0,0.0,CAM,Residential,1.0,CENTRE,ESTABLISHED,1950s,4.0,Inner-City,CAM,699,553000.0,3978.4172661870502,0.05357142857142857
CAMBRIAN HEIGHTS,2016,CAM,7.0,CONVERTED STRUCTURE,7,The additional dwelling units in a structure that contains more units than the building was originally designed and built to contain.,75.0,105.0,63,3.0,6,2.0,0,7.0,0.0,CAM,Residential,1.0,CENTRE,ESTABLISHED,1950s,4.0,Inner-City,CAM,699,553000.0,5266.666666666667,0.04
CAMBRIAN HEIGHTS,2017,CAM,4.0,SINGLE FAMILY HOME,1,A structure originally designed and built to contain a single dwelling unit.,607.0,1504.0,583,16.0,486,4.0,0,2.0,2.0,CAM,Residential,1.0,CENTRE,ESTABLISHED,1950s,4.0,Inner-City,CAM,701,540000.0,359.0425531914894,0.026359143327841845
